Title,Location,Description,Price/night,Interior,Amenities,Ratings,Reviews,Features,Normalized Price/night,Normalized Reviews,Guests,Room type,Owner,Avg Feature Rating,Has Washer,Has Dryer
Private room in rental unit hosted by Sharmila,"Mumbai, Maharashtra, India",Quiet yet well connected,1800,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Wifi, Free parking on premises, Lift, Air conditioning, Shared back garden, Luggage drop-off allowed, Sharp refrigerator, Microwave and 32 more",4.68,37,"Cleanliness 4.8, Accuracy 4.7, Communication 4.7, Location 4.5, Check-in 4.8, Value 4.6",0.0018,0.037,2,Private,Sharmila,4.68,False,False
Private room in rental unit hosted by Sarita,"Mumbai, Maharashtra, India",Relax/Workation HomeAwayFrom Home2-Nr Oberoi mall,2490,"3 guests, 1 bedroom, 1 bed, 1.5 bathrooms","City skyline view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 44 more",4.9,187,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.8",0.00249,0.187,3,Private,Sarita,4.9,False,False
Entire rental unit hosted by Hasan,"Mumbai, Maharashtra, India",1 Bedroom Apartment - Spacious and comfortable,2499,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, TV with standard cable/satellite, Lift, Washing machine and 24 more",4.92,134,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.8",0.002499,0.134,3,Entire,Hasan,4.93,False,False
Entire rental unit hosted by Nidhisha,"Mumbai, Maharashtra, India",1BHK Prabhadevi near Lower Parel & Tata Memorial,3990,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, TV and 25 more",4.84,43,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 5.0, Value 4.7",0.00399,0.043,3,Entire,Nidhisha,4.85,False,False
Private room in apartment hosted by Divyangna,"Mumbai, Maharashtra, India",Lovely private bedroom by Jaadooghar CityScapes,2300,"3 guests, 1 bedroom, 1 queen bed, 1 floor mattress, 1 private bathroom","Kitchen, Wifi, Free parking on premises, HDTV, Lift and 50 more",4.68,19,"Cleanliness 4.9, Accuracy 4.8, Communication 4.6, Location 4.4, Check-in 4.8, Value 4.5",0.0023,0.019,3,Private,Divyangna,4.67,False,False
Entire loft hosted by Nidhisha,"Mumbai, Maharashtra, India",Cute Loft Style Studio in Bandra West!,3990,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, TV, Washing machine, Air conditioning and 23 more",4.86,22,"Cleanliness 4.8, Accuracy 4.8, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.7",0.00399,0.022,2,Entire,Nidhisha,4.88,False,False
Entire rental unit hosted by Gauri,"Mumbai, Maharashtra, India",Warm & cozy apartment,5489,"6 guests, 2 bedrooms, 1 king bed, 3 bathrooms","Kitchen, Wifi, TV, Lift, Washing machine and 19 more",4.73,101,"Cleanliness 4.7, Accuracy 4.8, Communication 4.7, Location 4.8, Check-in 4.8, Value 4.7",0.005489,0.101,6,Entire,Gauri,4.75,False,False
Private room in rental unit hosted by Moniks,"Mumbai, Maharashtra, India",Beautiful cosy 1bhk,1506,"1 guest, 1 bedroom, 1 bed, 1 shared bathroom","Kitchen, Wifi, Free parking on premises, TV, Lift and 29 more",5.0,6,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.001506,0.006,1,Private,Moniks,4.97,False,False
Entire apartment hosted by Preeti,"Mumbai, Maharashtra, India",Studio apartment at Juhu,2295,"1 guest, 1 bedroom, 1 bed, 1 bathroom","Courtyard view, Beach access, Kitchen, Fast wifi  66 Mbps, Dedicated workspace, Free parking on premises, Pets allowed, EV charger and 25 more",4.75,4,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.002295,0.004,1,Entire,Preeti,5.0,False,False
Entire holiday home hosted by Ankit,"Mumbai, Maharashtra, India",Magnolia,2144,"2 guests, 1 bedroom, 1 king bed, 2 floor mattresses, 1 bathroom","Garden view, City skyline view, Lake access, Kitchen, Wifi  30 Mbps and 38 more",4.85,52,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.4, Check-in 4.9, Value 4.7",0.002144,0.052,2,Entire,Ankit,4.77,False,False
Entire serviced apartment hosted by Team,"Mumbai, Maharashtra, India",Arial,5165,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, Shared pool, TV and 33 more",4.58,19,"Cleanliness 4.7, Accuracy 4.7, Communication 4.6, Location 4.3, Check-in 4.8, Value 4.7",0.005165,0.019,2,Entire,Team,4.63,False,False
Private room in apartment hosted by Mahindra,"Mumbai, Maharashtra, India",A Designer 's Forest View Bed Rm + Bath in Versova!,2377,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","Beach access, Garden view, Kitchen, Fast wifi  100 Mbps, Dedicated workspace, Free on-street parking, Lift, Security cameras on property and 44 more",4.92,13,"Cleanliness 4.9, Accuracy 5.0, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.7",0.002377,0.013,2,Private,Mahindra,4.87,False,False
Private room in rental unit hosted by Neelam,"Mumbai, Maharashtra, India",Pvt Room Fr Females only wth food service provided,2150,"1 guest, 1 bedroom, 1 bed, 1 shared bathroom","Garden view, Ski-in/Ski-out, Wifi, Dedicated workspace, Free on-street parking and 30 more",4.87,91,"Cleanliness 5.0, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 5.0, Value 4.9",0.00215,0.091,1,Private,Neelam,4.93,False,False
Entire rental unit hosted by Karan,"Mumbai, Maharashtra, India",Modern and cozy 1 bedroom apt,4900,"3 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free residential garage on premises, Pets allowed and 42 more",4.75,4,"Cleanliness 4.8, Accuracy 4.8, Communication 4.8, Location 4.7, Check-in 4.8, Value 4.8",0.0049,0.004,3,Entire,Karan,4.78,False,False
Private room in apartment hosted by Nidhisha,"Mumbai, Maharashtra, India",Private Room with balcony in Colaba!,3690,"2 guests, 1 bedroom, 1 bed, 1 shared bathroom","Kitchen, Wifi, Free on-street parking, TV, Washing machine, Air conditioning, Patio or balcony, Security cameras on property and 17 more",4.87,38,"Cleanliness 4.8, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 4.9, Value 4.7",0.00369,0.038,2,Private,Nidhisha,4.85,False,False
Entire guest suite hosted by Gautam,"Mumbai, Maharashtra, India",Sea view serviced apartment in a vintage setting,7320,"2 guests, 1 bedroom, 1 king bed, 1 bathroom","Ocean view, Park view, Waterfront, Fast wifi  78 Mbps, Dedicated workspace, 50"" HDTV with Amazon Prime Video, Disney+, Netflix, Lift, Washing machine and 39 more",4.96,25,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.00732,0.025,2,Entire,Gautam,4.95,False,False
Private room in apartment hosted by Namit,"Mumbai, Maharashtra, India",Man cave in Andheri West for a perfect trip!,3300,"1 guest, 1 bedroom, 1 king bed, 1 private bathroom","Public or shared beach access, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 49 more",4.89,27,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 5.0, Value 4.8",0.0033,0.027,1,Private,Namit,4.82,False,False
Entire apartment hosted by Kind Home,"Mumbai, Maharashtra, India",Pearl of Powai,5999,"3 guests, 1 bedroom, 1 bed, 1.5 bathrooms","City skyline view, Kitchen, Wifi  46 Mbps, Dedicated workspace, Free parking on premises, 32"" TV, Lift, Free washer  In unit, AC  split-type ductless system and 39 more",5.0,17,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.8",0.005999,0.017,3,Entire,Kind Home,4.9,True,False
Entire rental unit hosted by Farha,"Mumbai, MH, India",AIBAANI CLASSIQ JOGESHWARI WEST,1900,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, TV, Lift, Free washer  In unit, Air conditioning, Bath, Childrens books and toys and 29 more",4.74,27,"Cleanliness 4.7, Accuracy 4.7, Communication 5.0, Location 4.6, Check-in 5.0, Value 4.6",0.0019,0.027,4,Entire,Farha,4.77,True,False
Entire rental unit hosted by Nidhisha,"Mumbai, Maharashtra, India",Private Luxury Studio in the heart of Colaba!,7101,"4 guests, Studio, 1 double bed, 1 sofa bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, TV with standard cable/satellite, Washing machine and 23 more",4.83,53,"Cleanliness 4.8, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.7",0.007101,0.053,4,Entire,Nidhisha,4.87,False,False
Entire rental unit hosted by Team,"Mumbai, Maharashtra, India",The future,5496,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, TV, Washing machine, Air conditioning, Luggage drop-off allowed, Hair dryer, Microwave, Long-term stays allowed, Security cameras on property and 24 more",4.72,167,"Cleanliness 4.6, Accuracy 4.7, Communication 4.9, Location 4.7, Check-in 4.9, Value 4.6",0.005496,0.167,2,Entire,Team,4.73,False,True
Private room in rental unit hosted by Nishant,"Mumbai, Maharashtra, India",Sky view bedroom with an attached terrace,2639,"1 guest, 1 bedroom, 1 bed, 1.5 shared bathrooms","Park view, Garden view, Kitchen, Fast wifi  95 Mbps, Dedicated workspace and 55 more",5.0,6,"Cleanliness 4.8, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.002639,0.006,1,Private,Nishant,4.97,False,False
Shared room in hostel hosted by Kushal Sushil,"Mumbai, Maharashtra, India",One bed in 4 Bed Mixed Dorm Nap Manor Hostels,999,"4 guests, 1 bedroom, 2 bunk beds, 6.5 shared bathrooms","Wifi, Dedicated workspace, Free parking on premises, TV with standard cable/satellite, Window AC unit and 50 more",4.82,77,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 4.9, Value 4.7",0.000999,0.077,4,Shared,Kushal Sushil,4.78,False,False
Entire apartment hosted by Anishka,"Mumbai, Maharashtra, India",Santorini StudioBed AC WiFi NrLinking Rd,1944,"3 guests, 1 bedroom, 1 double bed, 1.5 bathrooms","Courtyard view, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 41 more",4.64,80,"Cleanliness 4.5, Accuracy 4.6, Communication 4.9, Location 4.8, Check-in 4.8, Value 4.6",0.001944,0.08,3,Entire,Anishka,4.7,False,False
Entire serviced apartment hosted by Wabi,"Mumbai, Maharashtra, India",1BHK in Hiranandani Powai - WABI SABI*,5600,"2 guests, 1 bedroom, Lit path to the guest entrance, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV with standard cable/satellite, Lift and 28 more",4.85,34,"Cleanliness 4.8, Accuracy 4.8, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.6",0.0056,0.034,2,Entire,Wabi,4.83,False,False
Private room in rental unit hosted by Sarita,"Mumbai, Maharashtra, India",STAY/WORKATION Home Awy frm Hme(HighEnd)COVIDFREE,2599,"3 guests, 1 bedroom, 1 bed, 1 private bathroom","City skyline view, Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV, Lift, Paid washer  In unit and 33 more",4.94,127,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.8",0.002599,0.127,3,Private,Sarita,4.93,True,False
Entire rental unit hosted by Team,"Mumbai, Maharashtra, India",Imperial D,4856,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, TV and 30 more",4.8,2,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.7, Check-in 4.9, Value 4.7",0.004856,0.002,2,Entire,Team,4.8,False,False
Entire serviced apartment hosted by Cozy,"Mumbai, Maharashtra, India",Cozy By The Breeze III - 1 BHK Off Carter Road,4300,"3 guests, 1 bedroom, 1 bed, 2 bathrooms","Beach access, Kitchen, Wifi, Dedicated workspace, Free on-street parking, TV, Lift, Washing machine and 28 more",4.92,13,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.8",0.0043,0.013,3,Entire,Cozy,4.95,False,False
Private room in rental unit hosted by Faheem,"Mumbai, Maharashtra, India",Tower Room at Marine Lines in Heritage Building,2025,"2 guests, 1 bedroom, 1 bed, 1.5 bathrooms","Wifi, Dedicated workspace, 40"" HDTV with Amazon Prime Video, DVD player, Washing machine  In building, AC  split-type ductless system and 26 more",4.82,206,"Cleanliness 4.8, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 4.8, Value 4.8",0.002025,0.206,2,Private,Faheem,4.87,False,False
Private room in bed and breakfast hosted by Rumi,"Mumbai, Maharashtra, India",Cosy room in a lovely house in Dadar Parsi Colony,2002,"2 guests, 1 bedroom, 2 single beds, 1 private bathroom","Wifi, Dedicated workspace, Free on-street parking, Lift, Paid washer  In unit, Central air conditioning, Luggage drop-off allowed, Breakfast and 24 more",4.91,76,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.002002,0.076,2,Private,Rumi,4.93,True,False
Private room in apartment hosted by Arjun,"Mumbai, Maharashtra, India",Beautiful spacious room with Balcony & view,1505,"2 guests, 1 bedroom, 1 bed, 1 shared bathroom","Public or shared beach access, Kitchen, Wifi, TV, Washing machine and 15 more",4.83,6,"Cleanliness 4.5, Accuracy 4.8, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.8",0.001505,0.006,2,Private,Arjun,4.85,False,False
Entire rental unit hosted by Nidhisha,"Mumbai, Maharashtra, India",Cute & Cosy studio in Bandra!,3190,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, TV, Air conditioning and 11 more",4.6,5,"Cleanliness 4.8, Accuracy 4.8, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.6",0.00319,0.005,2,Entire,Nidhisha,4.83,False,False
Private room in rental unit hosted by Suhasini,"Mumbai, Maharashtra, India","Stay at the Southern tip of Mumbai, MARINE DRIVE!",3000,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Lift, Washing machine, Dryer, Air conditioning, Hair dryer, Breakfast and 19 more",4.84,233,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.8",0.003,0.233,2,Private,Suhasini,4.87,False,True
Private room in rental unit hosted by Ranjan,"Mumbai , India",Beautiful Home stay with Amazing View - Non AC,989,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 36 more",4.66,65,"Cleanliness 4.5, Accuracy 4.7, Communication 4.8, Location 4.2, Check-in 4.8, Value 4.7",0.000989,0.065,2,Private,Ranjan,4.62,False,False
Private room in apartment hosted by Ranjana,"Mumbai, Maharashtra, India",A cosy room in a peaceful locality!,2999,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Wifi  29 Mbps, Dedicated workspace, Free on-street parking, AC  split-type ductless system, Bath, Luggage drop-off allowed, Childrens books and toys, Security cameras on property and 27 more",4.86,141,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 5.0, Value 4.8",0.002999,0.141,2,Private,Ranjana,4.9,False,False
Entire rental unit hosted by Nidhisha,"Mumbai, Maharashtra, India",Homely 1BR in Prabhadevi 2mins from Siddhivinayak!,3259,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, TV, Washing machine and 15 more",4.76,33,"Cleanliness 4.7, Accuracy 4.8, Communication 5.0, Location 4.7, Check-in 4.9, Value 4.5",0.003259,0.033,2,Entire,Nidhisha,4.77,False,False
Entire rental unit hosted by Aamir,"Mumbai, Maharashtra, India",Industrial Chic Decor Bandra West,4999,"3 guests, 2 bedrooms, 2 beds, 2 bathrooms","Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV and 7 more",4.8,52,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.7, Check-in 4.9, Value 4.7",0.004999,0.052,3,Entire,Aamir,4.8,False,False
Private room in apartment hosted by Maya,"Mumbai, Maharashtra, India",Neat Minimalist Space for Verified IDs only,1585,"2 guests, Studio, 1 double bed, 1 shared bathroom","Public or shared beach access, Kitchen, Wifi  1 Mbps, Dedicated workspace, Free on-street parking and 40 more",4.92,13,"Cleanliness 4.8, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.8",0.001585,0.013,2,Private,Maya,4.9,False,False
Private room in apartment hosted by Sujata,"Mumbai, Maharashtra, India",Andheri(W) Cozy Private Room close to Metro/Train,1250,"2 guests, 1 bedroom, 2 beds, 1.5 bathrooms","Wifi, Free parking on premises, TV, Lift, Air conditioning and 19 more",4.4,46,"Cleanliness 4.6, Accuracy 4.4, Communication 4.4, Location 4.0, Check-in 4.4, Value 4.4",0.00125,0.046,2,Private,Sujata,4.37,False,False
Private room in apartment hosted by Juzer,"Mumbai, Maharashtra, India",Apartment facing breathtaking Victoria garden view,1950,"3 guests, 1 bedroom, 1 double bed, 1 private bathroom","City skyline view, Garden view, Park view, Sea view, Kitchen and 33 more",4.89,28,"Cleanliness 4.7, Accuracy 4.8, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.8",0.00195,0.028,3,Private,Juzer,4.85,False,False
Entire serviced apartment hosted by Pocket Friendly,"Mumbai, Maharashtra, India",Lucy,3186,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, TV, Air conditioning, Hair dryer and 19 more",4.73,11,"Cleanliness 4.7, Accuracy 4.9, Communication 4.7, Location 4.7, Check-in 4.9, Value 4.7",0.003186,0.011,2,Entire,Pocket Friendly,4.77,False,True
Private room in rental unit hosted by Arvinder,"Mumbai, Maharashtra, India",Cosy Private Room in Lokhandwala,2200,"1 guest, 1 bedroom, 1 bed, 1 shared bathroom","Wifi, Lift, Paid washing machine, Air conditioning, Hair dryer and 18 more",4.88,66,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.8",0.0022,0.066,1,Private,Arvinder,4.88,False,True
Entire apartment hosted by Harshal,"Mumbai, Maharashtra, India",Spacious 1 BHK with a Lakefront View,2600,"2 guests, 1 bedroom, 1 double bed, 1 sofa, 1 floor mattress, 1.5 bathrooms","Lake view, Waterfront, Kitchen, Wifi, Dedicated workspace and 39 more",4.8,1,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.7, Check-in 4.9, Value 4.7",0.0026,0.001,2,Entire,Harshal,4.8,False,False
Private room in rental unit hosted by Pooja Prem,"Mumbai, Maharashtra, India",Royal Bliss,1250,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Lake access, Kitchen, Wifi, Free parking on premises, Pets allowed, TV, Lift, Washing machine and 29 more",4.66,166,"Cleanliness 4.4, Accuracy 4.6, Communication 4.8, Location 4.4, Check-in 4.7, Value 4.6",0.00125,0.166,2,Private,Pooja Prem,4.58,False,False
Private room in rental unit hosted by Sagar,"Mumbai, Maharashtra, India",Warm and cosy apartment in South Central Mumbai,2200,"2 guests, 1 bedroom, 1 bed, 1.5 bathrooms","Wifi, Dedicated workspace, Free parking on premises, HDTV with standard cable/satellite, Lift and 21 more",4.85,60,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.0022,0.06,2,Private,Sagar,4.87,False,False
Entire serviced apartment hosted by Pocket Friendly,"Mumbai, Maharashtra, India",Robin,3061,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, TV, Air conditioning, Hair dryer and 22 more",4.62,21,"Cleanliness 4.8, Accuracy 4.7, Communication 4.8, Location 4.2, Check-in 4.9, Value 4.3",0.003061,0.021,2,Entire,Pocket Friendly,4.62,False,True
Entire serviced apartment hosted by Wabi,"Mumbai, Maharashtra, India",1 BHK in Hiranandani Powai - WABI SABI,5600,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV, Lift and 27 more",4.75,57,"Cleanliness 4.9, Accuracy 4.8, Communication 4.8, Location 4.8, Check-in 4.7, Value 4.7",0.0056,0.057,2,Entire,Wabi,4.78,False,False
